file1,file2,label1,label2
../audioData/NIGENS/NIGENS/femaleSpeech/bbad3a.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_60_3.wav,femaleSpeech,piano
../audioData/NIGENS/NIGENS/femaleScream/222531__alberttrepat__female-scared-scream.wav,../audioData/NIGENS/NIGENS/knock/GLASS-KNOCK_GEN-HDF-12936.wav,femaleScream,knock
../audioData/NIGENS/NIGENS/dog/AnimalDog+6003_51_3.wav,../audioData/NIGENS/NIGENS/femaleScream/HUMAN-SCREAM_GEN-HDF-15244.wav,dog,femaleScream
../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_11.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbaj3n.wav,dog,femaleSpeech
../audioData/NIGENS/NIGENS/maleScream/275170__lodovico__terrifying-scream.wav,../audioData/NIGENS/NIGENS/femaleScream/168725__11linda__quick-female-scream.wav,maleScream,femaleScream
../audioData/NIGENS/NIGENS/fire/Fire_Loop08_SFX-KIT.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_17.wav,fire,dog
../audioData/NIGENS/NIGENS/knock/GLASS-KNOCK_GEN-HDF-12936.wav,../audioData/NIGENS/NIGENS/engine/Truck_RamDiesel_StartLoop2_SFX-KIT.wav,knock,engine
../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22882.wav,../audioData/NIGENS/NIGENS/maleSpeech/pgid1p.wav,phone,maleSpeech
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14827.wav,../audioData/NIGENS/NIGENS/phone/Telephone_DIGIX01-54.wav,baby,phone
../audioData/NIGENS/NIGENS/phone/TelephoneCordless+6068_74_1.wav,../audioData/NIGENS/NIGENS/crash/BuildingCrash+IE01_08_2.wav,phone,crash
../audioData/NIGENS/NIGENS/engine/MOTOR-PISTON_GEN-HDF-17564.wav,../audioData/NIGENS/NIGENS/fire/FireBall+6015_26_1.wav,engine,fire
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09714.wav,../audioData/NIGENS/NIGENS/crash/CrashRoof+6046_88.wav,knock,crash
../audioData/NIGENS/NIGENS/alarm/Siren+6086_53.wav,../audioData/NIGENS/NIGENS/fire/ExplosionOilDrum+CRB01_83_7.wav,alarm,fire
../audioData/NIGENS/NIGENS/maleSpeech/sgih1p.wav,../audioData/NIGENS/NIGENS/fire/Fire_Loop07_SFX-KIT.wav,maleSpeech,fire
../audioData/NIGENS/NIGENS/phone/TelephoneElectron+6068_79_4.wav,../audioData/NIGENS/NIGENS/engine/MOTOR-GAS_GEN-HDF-17548.wav,phone,engine
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_38.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12430.wav,engine,footsteps
../audioData/NIGENS/NIGENS/maleSpeech/sgiuza.wav,../audioData/NIGENS/NIGENS/engine/AutoMercedes230_DIGID12-32.wav,maleSpeech,engine
../audioData/NIGENS/NIGENS/engine/Motor+8003_66_1.wav,../audioData/NIGENS/NIGENS/femaleScream/42847__freqman__psycho-scream-1.wav,engine,femaleScream
../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_11.wav,../audioData/NIGENS/NIGENS/maleScream/222535__alberttrepat__male-screaming-out-loud.wav,dog,maleScream
../audioData/NIGENS/NIGENS/maleScream/238043__paltsug__wahha-yanga-ripi-a-raja-bip-gonog.wav,../audioData/NIGENS/NIGENS/footsteps/Footsteps-Carpet-Boots-Walk-1+Walker-Close-Take2_UFC-DVD-1-0079.wav,maleScream,footsteps
../audioData/NIGENS/NIGENS/baby/HumanBaby+6095_66_2.wav,../audioData/NIGENS/NIGENS/femaleScream/326893__11linda__female-screaming-for-help.wav,baby,femaleScream
../audioData/NIGENS/NIGENS/dog/DogTerrier+2004_68.wav,../audioData/NIGENS/NIGENS/femaleScream/15922__pitx__grito-08.wav,dog,femaleScream
../audioData/NIGENS/NIGENS/maleSpeech/lbbx9s.wav,../audioData/NIGENS/NIGENS/femaleSpeech/swwi5n.wav,maleSpeech,femaleSpeech
../audioData/NIGENS/NIGENS/fire/Fire+DSS02_03.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII01-02.wav,fire,baby
../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26406.wav,../audioData/NIGENS/NIGENS/femaleScream/139086__arjanvanhoorn0181__young-girl-screaming-1.wav,dog,femaleScream
../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6087_56.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbac8n.wav,phone,femaleSpeech
../audioData/NIGENS/NIGENS/femaleScream/169811__missozzy__female-scream-02.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_40_02.wav,femaleScream,baby
../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop8_SFX-KIT.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+WWA09_42_1.wav,fire,dog
../audioData/NIGENS/NIGENS/engine/Toy+6037_58_3.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConGritt+6016_25_1.wav,engine,footsteps
../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop5_SFX-KIT.wav,../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14754.wav,fire,baby
../audioData/NIGENS/NIGENS/maleScream/219858__adriancalzon__scream-01.wav,../audioData/NIGENS/NIGENS/femaleSpeech/swwo6n.wav,maleScream,femaleSpeech
../audioData/NIGENS/NIGENS/piano/PianoComedy_DIGIP05-79.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsLinoleum+2011_20_1.wav,piano,footsteps
../audioData/NIGENS/NIGENS/knock/GLASS-KNOCK_GEN-HDF-12935.wav,../audioData/NIGENS/NIGENS/femaleScream/220312__ellenskellington__womanshout.wav,knock,femaleScream
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_60_3.wav,../audioData/NIGENS/NIGENS/maleSpeech/sgwcza.wav,piano,maleSpeech
../audioData/NIGENS/NIGENS/engine/BoatInboard_DIGIMEGADISC-48.wav,../audioData/NIGENS/NIGENS/piano/Piano+2017_57_13.wav,engine,piano
../audioData/NIGENS/NIGENS/phone/TelephoneElectron+6068_79_4.wav,../audioData/NIGENS/NIGENS/piano/Piano+2017_57_5.wav,phone,piano
../audioData/NIGENS/NIGENS/crash/CrashMetal+HB01_28_12.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCellular_DIGIF5-56.wav,crash,phone
../audioData/NIGENS/NIGENS/maleSpeech/sgih1p.wav,../audioData/NIGENS/NIGENS/dog/Dog+HB02_81_7.wav,maleSpeech,dog
../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_18.wav,../audioData/NIGENS/NIGENS/engine/LawnTractor+6065_21.wav,dog,engine
../audioData/NIGENS/NIGENS/femaleSpeech/bbac7a.wav,../audioData/NIGENS/NIGENS/phone/TelephoneDomesti+6037_32_1.wav,femaleSpeech,phone
../audioData/NIGENS/NIGENS/phone/TelephoneBell+1025_44_4.wav,../audioData/NIGENS/NIGENS/maleScream/84351__patopurific__scream-and-death.wav,phone,maleScream
../audioData/NIGENS/NIGENS/engine/LawnTractor+6065_21.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_17.wav,engine,dog
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_01_1.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26406.wav,footsteps,dog
../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09722.wav,../audioData/NIGENS/NIGENS/alarm/AlarmElectronic+SFSE02_28_1.wav,knock,alarm
../audioData/NIGENS/NIGENS/fire/FireCrackle+6076_11.wav,../audioData/NIGENS/NIGENS/crash/Earthquake-Rattle_Earthquake-Int-Wooden-Shelf-or-Table-Rattling-with-Dishes_DST2-0427.wav,fire,crash
../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-INDOOR_GEN-HDF-11743.wav,../audioData/NIGENS/NIGENS/fire/Fire_Loop08_SFX-KIT.wav,footsteps,fire
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_50.wav,../audioData/NIGENS/NIGENS/femaleScream/50156__freesound__000-testing-ariana-scream.wav,engine,femaleScream
../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop2_SFX-KIT.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConGritt+6016_31_1.wav,fire,footsteps
../audioData/NIGENS/NIGENS/engine/STEAM-ENGINE_GEN-HDF-21767.wav,../audioData/NIGENS/NIGENS/crash/TableWood+IN06_99.wav,engine,crash
../audioData/NIGENS/NIGENS/maleScream/220623__adriancalzon__scream-05.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsSnow+6017_99_1.wav,maleScream,footsteps
../audioData/NIGENS/NIGENS/crash/CrashCeiling+CRB01_41_1.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+CTV01_44_02.wav,crash,dog
../audioData/NIGENS/NIGENS/fire/FireHouse+CRB02_24.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12186.wav,fire,footsteps
../audioData/NIGENS/NIGENS/engine/MOTOR-GENERATOR_GEN-HDF-17561.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+6095_66_2.wav,engine,baby
../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+2003_08.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbad9s.wav,phone,femaleSpeech
../audioData/NIGENS/NIGENS/alarm/AlarmSmokeDetect+SUP01_02_7.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_61_8.wav,alarm,piano
../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+2003_08.wav,../audioData/NIGENS/NIGENS/femaleScream/80922__hellkt__nooo-without-effects.wav,phone,femaleScream
../audioData/NIGENS/NIGENS/femaleScream/219666__annatabernero__19-yeard-old-girl-shouting.wav,../audioData/NIGENS/NIGENS/dog/animal-dog+barking-2_CAP01-22.wav,femaleScream,dog
../audioData/NIGENS/NIGENS/dog/Dog+HB02_81_7.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbbx9s.wav,dog,maleSpeech
../audioData/NIGENS/NIGENS/engine/MotorGenerator+HB04_80_1.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCellular_DIGIF5-56.wav,engine,phone
../audioData/NIGENS/NIGENS/femaleSpeech/bbad8n.wav,../audioData/NIGENS/NIGENS/engine/LawnTractor+6065_21.wav,femaleSpeech,engine
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_38.wav,../audioData/NIGENS/NIGENS/knock/KnockerDoor+9006_38_8.wav,engine,knock
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_42.wav,../audioData/NIGENS/NIGENS/maleSpeech/sgbu5n.wav,engine,maleSpeech
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_40_01.wav,../audioData/NIGENS/NIGENS/maleSpeech/bbbz7n.wav,baby,maleSpeech
../audioData/NIGENS/NIGENS/piano/Piano+2017_57_7.wav,../audioData/NIGENS/NIGENS/alarm/Alarm+8001_04.wav,piano,alarm
../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22877.wav,../audioData/NIGENS/NIGENS/engine/RobotMotor+JUR01_78.wav,phone,engine
../audioData/NIGENS/NIGENS/piano/196103__aiwha__piano-discord-1.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09701.wav,piano,knock
../audioData/NIGENS/NIGENS/crash/CrashMetal+HB01_28_12.wav,../audioData/NIGENS/NIGENS/fire/FireSmall+CRB02_39.wav,crash,fire
../audioData/NIGENS/NIGENS/dog/DogSmall+JBA03_97_1.wav,../audioData/NIGENS/NIGENS/piano/PianoCartoon+HB01_68_1.wav,dog,piano
../audioData/NIGENS/NIGENS/crash/CrashWood+6046_90_2.wav,../audioData/NIGENS/NIGENS/maleScream/219869__polmdx__high-tone-scream.wav,crash,maleScream
../audioData/NIGENS/NIGENS/crash/CrashGlass+6004_94_1.wav,../audioData/NIGENS/NIGENS/engine/MotorGenerator+HB04_80_1.wav,crash,engine
../audioData/NIGENS/NIGENS/crash/crash-heavy+metal_CAP01-120.wav,../audioData/NIGENS/NIGENS/dog/DogMedium+JBA03_81_2.wav,crash,dog
../audioData/NIGENS/NIGENS/piano/196101__aiwha__piano-note-1.wav,../audioData/NIGENS/NIGENS/maleSpeech/pgbx9n.wav,piano,maleSpeech
../audioData/NIGENS/NIGENS/femaleSpeech/swwi5n.wav,../audioData/NIGENS/NIGENS/crash/CrashBuilding+CRB01_40.wav,femaleSpeech,crash
../audioData/NIGENS/NIGENS/maleSpeech/bbbf6s.wav,../audioData/NIGENS/NIGENS/dog/Animal-Dog-Bark_GEN-HD2-26404.wav,maleSpeech,dog
../audioData/NIGENS/NIGENS/femaleSpeech/bbac8n.wav,../audioData/NIGENS/NIGENS/maleScream/222535__alberttrepat__male-screaming-out-loud.wav,femaleSpeech,maleScream
../audioData/NIGENS/NIGENS/knock/KnockerDoor+9006_38_8.wav,../audioData/NIGENS/NIGENS/fire/FireGas_DIGIJ05-78.wav,knock,fire
../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII03-87.wav,../audioData/NIGENS/NIGENS/femaleScream/58585__juskiddink__vocal-joy-and-excitement2.wav,baby,femaleScream
../audioData/NIGENS/NIGENS/piano/Piano+6097_37_1.wav,../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+2003_08.wav,piano,phone
../audioData/NIGENS/NIGENS/femaleSpeech/bbac9s.wav,../audioData/NIGENS/NIGENS/alarm/AlarmElectronic_DIGIP02-89.wav,femaleSpeech,alarm
../audioData/NIGENS/NIGENS/fire/FireHouse+CRB02_23.wav,../audioData/NIGENS/NIGENS/femaleScream/118521__huboftheuniverseprod__thegutbezahlscream.wav,fire,femaleScream
../audioData/NIGENS/NIGENS/piano/MusicPiano_DIGIB04-64.wav,../audioData/NIGENS/NIGENS/femaleScream/328003__hali-pinson__scream-1.wav,piano,femaleScream
../audioData/NIGENS/NIGENS/maleSpeech/pgakza.wav,../audioData/NIGENS/NIGENS/fire/Fire+IN17_16.wav,maleSpeech,fire
../audioData/NIGENS/NIGENS/maleSpeech/bbbf6s.wav,../audioData/NIGENS/NIGENS/crash/AutoCrash+CRB01_22_1.wav,maleSpeech,crash
../audioData/NIGENS/NIGENS/maleScream/84352__creativeheroes__helmutscream.wav,../audioData/NIGENS/NIGENS/piano/Piano+6097_40_2.wav,maleScream,piano
../audioData/NIGENS/NIGENS/maleSpeech/bbaszs.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6068_16_2.wav,maleSpeech,phone
../audioData/NIGENS/NIGENS/maleScream/219869__polmdx__high-tone-scream.wav,../audioData/NIGENS/NIGENS/alarm/BoatAlarm+6025_66_1.wav,maleScream,alarm
../audioData/NIGENS/NIGENS/alarm/Alarm+8005_14.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbby1a.wav,alarm,maleSpeech
../audioData/NIGENS/NIGENS/fire/Fire+DSS02_03.wav,../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22877.wav,fire,phone
../audioData/NIGENS/NIGENS/knock/WindowKnock_DIGIB01-12.wav,../audioData/NIGENS/NIGENS/maleScream/219863__acehell__crit-marc.wav,knock,maleScream
../audioData/NIGENS/NIGENS/dog/AnimalDog+6102_05_4.wav,../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14824.wav,dog,baby
../audioData/NIGENS/NIGENS/femaleScream/58585__juskiddink__vocal-joy-and-excitement2.wav,../audioData/NIGENS/NIGENS/alarm/CLOCK-ALARM_GEN-HDF-07572.wav,femaleScream,alarm
../audioData/NIGENS/NIGENS/dog/AnimalDog+WWA09_48_4.wav,../audioData/NIGENS/NIGENS/maleSpeech/bbal7p.wav,dog,maleSpeech
../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22838.wav,../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_42.wav,phone,engine
../audioData/NIGENS/NIGENS/maleSpeech/pgij3n.wav,../audioData/NIGENS/NIGENS/piano/Piano+2017_57_7.wav,maleSpeech,piano
../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22877.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12338.wav,phone,footsteps
../audioData/NIGENS/NIGENS/maleSpeech/bbbl9n.wav,../audioData/NIGENS/NIGENS/phone/TelephoneCellular+6068_48_3.wav,maleSpeech,phone
../audioData/NIGENS/NIGENS/footsteps/Ladder+6032_48_3.wav,../audioData/NIGENS/NIGENS/crash/Monitor-Crash_Computer-Monitor-Three-Hard-Shattering-Impacts_DST2-1134.wav,footsteps,crash
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_42.wav,../audioData/NIGENS/NIGENS/alarm/ClockAlarm+6020_38.wav,engine,alarm
../audioData/NIGENS/NIGENS/femaleScream/328000__hali-pinson__scream-5.wav,../audioData/NIGENS/NIGENS/fire/Fire_Torch_Loop3_SFX-KIT.wav,femaleScream,fire
../audioData/NIGENS/NIGENS/maleScream/336537__chrillz3r__scream-frightened.wav,../audioData/NIGENS/NIGENS/fire/fire-forest+burning_CAP01-183.wav,maleScream,fire
../audioData/NIGENS/NIGENS/baby/HumanBaby+6052_18.wav,../audioData/NIGENS/NIGENS/maleScream/219863__acehell__crit-marc.wav,baby,maleScream
../audioData/NIGENS/NIGENS/fire/FireCrackle+6076_11.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbic8n.wav,fire,maleSpeech
../audioData/NIGENS/NIGENS/maleScream/141242__tarrei__desperate-scream.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-INDOOR_GEN-HDF-11743.wav,maleScream,footsteps
../audioData/NIGENS/NIGENS/alarm/ElectronicBeep+6063_33.wav,../audioData/NIGENS/NIGENS/maleSpeech/pgid1p.wav,alarm,maleSpeech
../audioData/NIGENS/NIGENS/dog/Dog+HB02_80_2.wav,../audioData/NIGENS/NIGENS/maleSpeech/bbaz3n.wav,dog,maleSpeech
../audioData/NIGENS/NIGENS/engine/MotorElectric+6032_61_2.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12185.wav,engine,footsteps
../audioData/NIGENS/NIGENS/footsteps/FootstepsDeck+6016_69_1.wav,../audioData/NIGENS/NIGENS/maleScream/180350__jorickhoofd__scream-noooh.wav,footsteps,maleScream
../audioData/NIGENS/NIGENS/alarm/ClockAlarm+SUP01_41_1.wav,../audioData/NIGENS/NIGENS/crash/Crash+6010_95_5.wav,alarm,crash
../audioData/NIGENS/NIGENS/femaleScream/9703__lithe-fider__fl-scream-1.wav,../audioData/NIGENS/NIGENS/engine/Auto-Cadillac-CTS-Exterior-On-Board-Drive-Medium-Engine_GEN-HD2-26824.wav,femaleScream,engine
../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_41_02.wav,../audioData/NIGENS/NIGENS/maleSpeech/pgid2a.wav,baby,maleSpeech
../audioData/NIGENS/NIGENS/crash/smash-window+crash_CAP01-329.wav,../audioData/NIGENS/NIGENS/alarm/Alarm+8001_04.wav,crash,alarm
../audioData/NIGENS/NIGENS/engine/MOTOR-GENERATOR_GEN-HDF-17555.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_03_1.wav,engine,footsteps
../audioData/NIGENS/NIGENS/alarm/ElectronicBeep+6063_34.wav,../audioData/NIGENS/NIGENS/maleScream/63632__vtownpunks__screaming-1.wav,alarm,maleScream
../audioData/NIGENS/NIGENS/crash/WoodBreak_DIGIJ03-04.wav,../audioData/NIGENS/NIGENS/femaleScream/80922__hellkt__nooo-without-effects.wav,crash,femaleScream
../audioData/NIGENS/NIGENS/crash/CrashAirplane+BSZ01_18.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_60_3.wav,crash,piano
../audioData/NIGENS/NIGENS/fire/Fire_CampfireLoop1_SFX-KIT.wav,../audioData/NIGENS/NIGENS/dog/AnimalDog+6102_05_4.wav,fire,dog
../audioData/NIGENS/NIGENS/footsteps/FootstepsGrass+2011_13_1.wav,../audioData/NIGENS/NIGENS/knock/Door-Knock-Wood-Entrance-Other-Side_GEN-HD2-29498.wav,footsteps,knock
../audioData/NIGENS/NIGENS/alarm/AlarmElectronic+SFSE02_08_2.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-OUTDOOR_GEN-HDF-12316.wav,alarm,footsteps
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+2011_04_2.wav,../audioData/NIGENS/NIGENS/phone/TelephoneBell+TL06_01.wav,footsteps,phone
../audioData/NIGENS/NIGENS/piano/Piano+6097_37_1.wav,../audioData/NIGENS/NIGENS/maleScream/222535__alberttrepat__male-screaming-out-loud.wav,piano,maleScream
../audioData/NIGENS/NIGENS/knock/DoorKnock_DIGIX01-12.wav,../audioData/NIGENS/NIGENS/phone/TelephoneElectron+6109_23_2.wav,knock,phone
../audioData/NIGENS/NIGENS/knock/DoorKnock_DIGIX01-12.wav,../audioData/NIGENS/NIGENS/engine/transport+truck-start_CAP01-402.wav,knock,engine
../audioData/NIGENS/NIGENS/piano/PianoComedy+CTE07_60_3.wav,../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22878.wav,piano,phone
../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_16_1.wav,../audioData/NIGENS/NIGENS/maleScream/219858__adriancalzon__scream-01.wav,footsteps,maleScream
../audioData/NIGENS/NIGENS/maleSpeech/pgbx9n.wav,../audioData/NIGENS/NIGENS/crash/Trailer-Impact_Toss-Heavy-Item-onto-Wood-and-Metal-Utility-Trailer_DST2-1264.wav,maleSpeech,crash
../audioData/NIGENS/NIGENS/footsteps/CartoonFootsteps+4003_46_1.wav,../audioData/NIGENS/NIGENS/femaleScream/222646__mariallinas__female-scream-1.wav,footsteps,femaleScream
../audioData/NIGENS/NIGENS/phone/TelephoneEuropean+6068_83_4.wav,../audioData/NIGENS/NIGENS/maleSpeech/sgwi2s.wav,phone,maleSpeech
../audioData/NIGENS/NIGENS/maleScream/154583__ecfike__scream-1.wav,../audioData/NIGENS/NIGENS/crash/GLASS-CRASH_GEN-HDF-12879.wav,maleScream,crash
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14826.wav,../audioData/NIGENS/NIGENS/piano/MusicPiano_DIGIB04-63.wav,baby,piano
../audioData/NIGENS/NIGENS/footsteps/FootstepsCreakyFl+6016_48_1.wav,../audioData/NIGENS/NIGENS/phone/telephone-novelty-ring_CAP01-384.wav,footsteps,phone
../audioData/NIGENS/NIGENS/knock/Door-Knock-Wood-Entrance-Other-Side_GEN-HD2-29498.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_40_02.wav,knock,baby
../audioData/NIGENS/NIGENS/baby/HUMAN-BABY_GEN-HDF-14821.wav,../audioData/NIGENS/NIGENS/maleScream/141242__tarrei__desperate-scream.wav,baby,maleScream
../audioData/NIGENS/NIGENS/dog/AnimalDog+WWA09_42_1.wav,../audioData/NIGENS/NIGENS/femaleSpeech/swwv1s.wav,dog,femaleSpeech
../audioData/NIGENS/NIGENS/maleSpeech/bbas2a.wav,../audioData/NIGENS/NIGENS/phone/TELEPHONE-ELECTRONIC_GEN-HDF-22872.wav,maleSpeech,phone
../audioData/NIGENS/NIGENS/alarm/AlarmBurglar_DIGIF2-63.wav,../audioData/NIGENS/NIGENS/femaleScream/220307__ellenskellington__oneshout.wav,alarm,femaleScream
../audioData/NIGENS/NIGENS/femaleSpeech/swwi5n.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConGritt+6016_25_1.wav,femaleSpeech,footsteps
../audioData/NIGENS/NIGENS/dog/DogRottweiller+WWA09_47_2.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII04-11.wav,dog,baby
../audioData/NIGENS/NIGENS/dog/AnimalDog+SUP01_27_17.wav,../audioData/NIGENS/NIGENS/knock/KnockDoor+HB01_66_1.wav,dog,knock
../audioData/NIGENS/NIGENS/engine/MotorElectric+6032_61_2.wav,../audioData/NIGENS/NIGENS/piano/Piano_PlaySong_RowBoat_SFX-KIT.wav,engine,piano
../audioData/NIGENS/NIGENS/footsteps/FootstepsLinoleum+2011_20_1.wav,../audioData/NIGENS/NIGENS/maleSpeech/bbbs6a.wav,footsteps,maleSpeech
../audioData/NIGENS/NIGENS/maleSpeech/bbbs6a.wav,../audioData/NIGENS/NIGENS/footsteps/FootstepsConcrete+6016_16_1.wav,maleSpeech,footsteps
../audioData/NIGENS/NIGENS/femaleSpeech/bbaczs.wav,../audioData/NIGENS/NIGENS/engine/IndustryMotor+1017_41.wav,femaleSpeech,engine
../audioData/NIGENS/NIGENS/footsteps/FootstepsCreakyRu+6016_57_1.wav,../audioData/NIGENS/NIGENS/femaleScream/139086__arjanvanhoorn0181__young-girl-screaming-1.wav,footsteps,femaleScream
../audioData/NIGENS/NIGENS/maleSpeech/lbbk2p.wav,../audioData/NIGENS/NIGENS/femaleSpeech/bbac6p.wav,maleSpeech,femaleSpeech
../audioData/NIGENS/NIGENS/knock/GLASS-HIT_GEN-HDF-12929.wav,../audioData/NIGENS/NIGENS/femaleScream/58585__juskiddink__vocal-joy-and-excitement2.wav,knock,femaleScream
../audioData/NIGENS/NIGENS/knock/KnockDoor+HB01_66_4.wav,../audioData/NIGENS/NIGENS/alarm/Sci-Fi-Alarm-Electric-Two-Tone_GEN-HD2-31349.wav,knock,alarm
../audioData/NIGENS/NIGENS/knock/KnockDoor+HB01_66_2.wav,../audioData/NIGENS/NIGENS/footsteps/FOOTSTEPS-INDOOR_GEN-HDF-12063.wav,knock,footsteps
../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII04-01.wav,../audioData/NIGENS/NIGENS/fire/FireHouse+CRB02_24.wav,baby,fire
../audioData/NIGENS/NIGENS/knock/KnockWindow+CTV05_77_03.wav,../audioData/NIGENS/NIGENS/baby/HumanBaby+CTV05_41_02.wav,knock,baby
../audioData/NIGENS/NIGENS/engine/Auto%2767PontiacGto+5038_38.wav,../audioData/NIGENS/NIGENS/knock/DOOR-KNOCK_GEN-HDF-09724.wav,engine,knock
../audioData/NIGENS/NIGENS/alarm/ALARM-ELECTRONIC-BURST-MANY_6EXT8-10013.wav,../audioData/NIGENS/NIGENS/piano/PianoComedy_DIGIP05-79.wav,alarm,piano
../audioData/NIGENS/NIGENS/fire/Fire+6049_24.wav,../audioData/NIGENS/NIGENS/maleSpeech/lbbyzp.wav,fire,maleSpeech
../audioData/NIGENS/NIGENS/phone/TelephoneElectron+6037_36_3.wav,../audioData/NIGENS/NIGENS/engine/BoatInboard_DIGIVD2-42.wav,phone,engine
../audioData/NIGENS/NIGENS/baby/HumanBaby_DIGII01-02.wav,../audioData/NIGENS/NIGENS/fire/FireGas_DIGIJ02-69.wav,baby,fire
../audioData/NIGENS/NIGENS/femaleSpeech/bbac6p.wav,../audioData/NIGENS/NIGENS/engine/BoatFerry+S1202_06.wav,femaleSpeech,engine
../audioData/NIGENS/NIGENS/maleSpeech/pgbq7p.wav,../audioData/NIGENS/NIGENS/femaleSpeech/swwi5a.wav,maleSpeech,femaleSpeech
